0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.079467773,4.553168025,4.746447668
[-0.78539816 -0.78539816  0.        ],0.079467773,4.553168025,
[-0.78539816 -0.78539816  0.78539816],0.083557129,4.787470835,
[-0.78539816  0.         -0.78539816],0.085205078,4.88189137,
[-0.78539816  0.          0.        ],0.082275391,4.714032641,
[-0.78539816  0.          0.78539816],0.08203125,4.700044413,
[-0.78539816  0.78539816 -0.78539816],0.087890625,5.035761871,
[-0.78539816  0.78539816  0.        ],0.081298828,4.658079731,
[-0.78539816  0.78539816  0.78539816],0.082397461,4.721026754,
[ 0.         -0.78539816 -0.78539816],0.082275391,4.714032641,
[ 0.         -0.78539816  0.        ],0.083435059,4.780476721,
[ 0.         -0.78539816  0.78539816],0.081787109,4.686056186,
[ 0.          0.         -0.78539816],0.087158203,4.993797189,
[0.         0.         0.78539816],0.08026123,4.598629764,
[ 0.          0.78539816 -0.78539816],0.085876465,4.920358995,
[0.         0.78539816 0.        ],0.083007813,4.755997323,
[0.         0.78539816 0.78539816],0.081542969,4.672067958,
[ 0.78539816 -0.78539816 -0.78539816],0.085510254,4.899376654,
[ 0.78539816 -0.78539816  0.        ],0.079833984,4.574150366,
[ 0.78539816 -0.78539816  0.78539816],0.08215332,4.707038527,
[ 0.78539816  0.         -0.78539816],0.084472656,4.839926687,
[0.78539816 0.         0.        ],0.081298828,4.658079731,
[0.78539816 0.         0.78539816],0.084472656,4.839926687,
[ 0.78539816  0.78539816 -0.78539816],0.082275391,4.714032641,
[0.78539816 0.78539816 0.        ],0.082458496,4.724523811,
[0.78539816 0.78539816 0.78539816],0.082458496,4.724523811,
