0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.059661865,3.418373076,3.558053597
[-0.78539816 -0.78539816  0.        ],0.064880371,3.717371437,
[-0.78539816 -0.78539816  0.78539816],0.065734863,3.766330233,
[-0.78539816  0.         -0.78539816],0.059326172,3.399139263,
[-0.78539816  0.          0.        ],0.060852051,3.486565684,
[-0.78539816  0.          0.78539816],0.05847168,3.350180467,
[-0.78539816  0.78539816 -0.78539816],0.061279297,3.511045082,
[-0.78539816  0.78539816  0.        ],0.06439209,3.689394982,
[-0.78539816  0.78539816  0.78539816],0.068725586,3.937686019,
[ 0.         -0.78539816 -0.78539816],0.063720703,3.650927357,
[ 0.         -0.78539816  0.        ],0.061248779,3.509296554,
[ 0.         -0.78539816  0.78539816],0.058044434,3.325701069,
[ 0.          0.         -0.78539816],0.059692383,3.420121604,
[0.         0.         0.78539816],0.063110352,3.615956788,
[ 0.          0.78539816 -0.78539816],0.055786133,3.196309966,
[0.         0.78539816 0.        ],0.064453125,3.692892039,
[0.         0.78539816 0.78539816],0.064331055,3.685897925,
[ 0.78539816 -0.78539816 -0.78539816],0.063354492,3.629945016,
[ 0.78539816 -0.78539816  0.        ],0.0703125,4.028609497,
[ 0.78539816 -0.78539816  0.78539816],0.067871094,3.888727223,
[ 0.78539816  0.         -0.78539816],0.064147949,3.675406755,
[0.78539816 0.         0.        ],0.05758667,3.299473143,
[0.78539816 0.         0.78539816],0.06161499,3.530278895,
[ 0.78539816  0.78539816 -0.78539816],0.060150146,3.446349531,
[0.78539816 0.78539816 0.        ],0.058258057,3.337940768,
[0.78539816 0.78539816 0.78539816],0.05758667,3.299473143,
