0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.075378418,4.318865216,4.370917562
[-0.78539816 -0.78539816  0.        ],0.078674316,4.507706286,
[-0.78539816 -0.78539816  0.78539816],0.078186035,4.479729831,
[-0.78539816  0.         -0.78539816],0.079589844,4.560162139,
[-0.78539816  0.          0.        ],0.075256348,4.311871102,
[-0.78539816  0.          0.78539816],0.075073242,4.301379932,
[-0.78539816  0.78539816 -0.78539816],0.075683594,4.3363505,
[-0.78539816  0.78539816  0.        ],0.075561523,4.329356387,
[-0.78539816  0.78539816  0.78539816],0.079162598,4.535682741,
[ 0.         -0.78539816 -0.78539816],0.078918457,4.521694514,
[ 0.         -0.78539816  0.        ],0.076293945,4.371321069,
[ 0.         -0.78539816  0.78539816],0.076171875,4.364326955,
[ 0.          0.         -0.78539816],0.075439453,4.322362273,
[0.         0.         0.78539816],0.077026367,4.413285751,
[ 0.          0.78539816 -0.78539816],0.076477051,4.381812239,
[0.         0.78539816 0.        ],0.076965332,4.409788694,
[0.         0.78539816 0.78539816],0.073120117,4.189474112,
[ 0.78539816 -0.78539816 -0.78539816],0.078918457,4.521694514,
[ 0.78539816 -0.78539816  0.        ],0.075805664,4.343344614,
[ 0.78539816 -0.78539816  0.78539816],0.075805664,4.343344614,
[ 0.78539816  0.         -0.78539816],0.070556641,4.042597724,
[0.78539816 0.         0.        ],0.077270508,4.427273978,
[0.78539816 0.         0.78539816],0.073913574,4.234935851,
[ 0.78539816  0.78539816 -0.78539816],0.077941895,4.465741604,
[0.78539816 0.78539816 0.        ],0.076904297,4.406291637,
[0.78539816 0.78539816 0.78539816],0.073364258,4.20346234,
