0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.079040527,4.528688627,4.517255941
[-0.78539816 -0.78539816  0.        ],0.079589844,4.560162139,
[-0.78539816 -0.78539816  0.78539816],0.080871582,4.633600333,
[-0.78539816  0.         -0.78539816],0.076599121,4.388806353,
[-0.78539816  0.          0.        ],0.078430176,4.493718059,
[-0.78539816  0.          0.78539816],0.078857422,4.518197457,
[-0.78539816  0.78539816 -0.78539816],0.076477051,4.381812239,
[-0.78539816  0.78539816  0.        ],0.079772949,4.57065331,
[-0.78539816  0.78539816  0.78539816],0.080993652,4.640594447,
[ 0.         -0.78539816 -0.78539816],0.080871582,4.633600333,
[ 0.         -0.78539816  0.        ],0.077941895,4.465741604,
[ 0.         -0.78539816  0.78539816],0.079528809,4.556665082,
[ 0.          0.         -0.78539816],0.082580566,4.731517925,
[0.         0.         0.78539816],0.077148438,4.420279865,
[ 0.          0.78539816 -0.78539816],0.079528809,4.556665082,
[0.         0.78539816 0.        ],0.078735352,4.511203343,
[0.         0.78539816 0.78539816],0.07800293,4.469238661,
[ 0.78539816 -0.78539816 -0.78539816],0.08190918,4.693050299,
[ 0.78539816 -0.78539816  0.        ],0.07598877,4.353835785,
[ 0.78539816 -0.78539816  0.78539816],0.079345703,4.546173912,
[ 0.78539816  0.         -0.78539816],0.076416016,4.378315183,
[0.78539816 0.         0.        ],0.079284668,4.542676855,
[0.78539816 0.         0.78539816],0.077331543,4.430771035,
[ 0.78539816  0.78539816 -0.78539816],0.076293945,4.371321069,
[0.78539816 0.78539816 0.        ],0.076904297,4.406291637,
[0.78539816 0.78539816 0.78539816],0.081420898,4.665073845,
,,,
