0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.095275879,5.458905751,5.878149067
[-0.78539816 -0.78539816  0.        ],0.099487305,5.700202674,
[-0.78539816 -0.78539816  0.78539816],0.101013184,5.787629095,
[-0.78539816  0.         -0.78539816],0.106628418,6.109358326,
[-0.78539816  0.          0.        ],0.10559082,6.049908359,
[-0.78539816  0.          0.78539816],0.108947754,6.242246486,
[-0.78539816  0.78539816 -0.78539816],0.098510742,5.644249764,
[-0.78539816  0.78539816  0.        ],0.097595215,5.591793911,
[-0.78539816  0.78539816  0.78539816],0.100708008,5.770143811,
[ 0.         -0.78539816 -0.78539816],0.098754883,5.658237991,
[ 0.         -0.78539816  0.        ],0.095031738,5.444917523,
[ 0.         -0.78539816  0.78539816],0.108703613,6.228258259,
[ 0.          0.         -0.78539816],0.095275879,5.458905751,
[0.         0.         0.78539816],0.103759766,5.944996654,
[ 0.          0.78539816 -0.78539816],0.100708008,5.770143811,
[0.         0.78539816 0.        ],0.105773926,6.06039953,
[0.         0.78539816 0.78539816],0.106750488,6.116352439,
[ 0.78539816 -0.78539816 -0.78539816],0.105957031,6.0708907,
[ 0.78539816 -0.78539816  0.        ],0.102539063,5.875055516,
[ 0.78539816 -0.78539816  0.78539816],0.110107422,6.308690567,
[ 0.78539816  0.         -0.78539816],0.103637695,5.93800254,
[0.78539816 0.         0.        ],0.109313965,6.263228827,
[0.78539816 0.         0.78539816],0.09362793,5.364485216,
[ 0.78539816  0.78539816 -0.78539816],0.100341797,5.74916147,
[0.78539816 0.78539816 0.        ],0.105407715,6.039417189,
[0.78539816 0.78539816 0.78539816],0.107971191,6.186293577,
