0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.099853516,5.721185015,5.848558586
[-0.78539816 -0.78539816  0.        ],0.110595703,6.336667021,
[-0.78539816 -0.78539816  0.78539816],0.097412109,5.581302741,
[-0.78539816  0.         -0.78539816],0.105041504,6.018434848,
[-0.78539816  0.          0.        ],0.10333252,5.920517256,
[-0.78539816  0.          0.78539816],0.103820801,5.94849371,
[-0.78539816  0.78539816 -0.78539816],0.107543945,6.161814179,
[-0.78539816  0.78539816  0.        ],0.107788086,6.175802406,
[-0.78539816  0.78539816  0.78539816],0.101013184,5.787629095,
[ 0.         -0.78539816 -0.78539816],0.105041504,6.018434848,
[ 0.         -0.78539816  0.        ],0.092224121,5.284052908,
[ 0.         -0.78539816  0.78539816],0.097412109,5.581302741,
[ 0.          0.         -0.78539816],0.100219727,5.742167356,
[0.         0.         0.78539816],0.101135254,5.794623209,
[ 0.          0.78539816 -0.78539816],0.108276367,6.203778861,
[0.         0.78539816 0.        ],0.10949707,6.273719998,
[0.         0.78539816 0.78539816],0.101989746,5.843582005,
[ 0.78539816 -0.78539816 -0.78539816],0.094909668,5.43792341,
[ 0.78539816 -0.78539816  0.        ],0.098876953,5.665232105,
[ 0.78539816 -0.78539816  0.78539816],0.100402832,5.752658527,
[ 0.78539816  0.         -0.78539816],0.098876953,5.665232105,
[0.78539816 0.         0.        ],0.110534668,6.333169964,
[0.78539816 0.         0.78539816],0.096130371,5.507864547,
[ 0.78539816  0.78539816 -0.78539816],0.09979248,5.717687958,
[0.78539816 0.78539816 0.        ],0.103637695,5.93800254,
[0.78539816 0.78539816 0.78539816],0.098632813,5.651243878,
