0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.080078125,4.588138594,4.524384557
[-0.78539816 -0.78539816  0.        ],0.08190918,4.693050299,
[-0.78539816 -0.78539816  0.78539816],0.074401855,4.262912306,
[-0.78539816  0.         -0.78539816],0.08026123,4.598629764,
[-0.78539816  0.          0.        ],0.083251953,4.76998555,
[-0.78539816  0.          0.78539816],0.077697754,4.451753376,
[-0.78539816  0.78539816 -0.78539816],0.076171875,4.364326955,
[-0.78539816  0.78539816  0.        ],0.081481934,4.668570901,
[-0.78539816  0.78539816  0.78539816],0.076599121,4.388806353,
[ 0.         -0.78539816 -0.78539816],0.079528809,4.556665082,
[ 0.         -0.78539816  0.        ],0.075683594,4.3363505,
[ 0.         -0.78539816  0.78539816],0.079162598,4.535682741,
[ 0.          0.         -0.78539816],0.079406738,4.549670968,
[0.         0.         0.78539816],0.077087402,4.416782808,
[ 0.          0.78539816 -0.78539816],0.080078125,4.588138594,
[0.         0.78539816 0.        ],0.082519531,4.728020868,
[0.         0.78539816 0.78539816],0.076843262,4.402794581,
[ 0.78539816 -0.78539816 -0.78539816],0.082580566,4.731517925,
[ 0.78539816 -0.78539816  0.        ],0.076171875,4.364326955,
[ 0.78539816 -0.78539816  0.78539816],0.07824707,4.483226888,
[ 0.78539816  0.         -0.78539816],0.081665039,4.679062072,
[0.78539816 0.         0.        ],0.076477051,4.381812239,
[0.78539816 0.         0.78539816],0.078613281,4.504209229,
[ 0.78539816  0.78539816 -0.78539816],0.079101563,4.532185684,
[0.78539816 0.78539816 0.        ],0.077880859,4.462244547,
[0.78539816 0.78539816 0.78539816],0.080200195,4.595132708,
