0,1,,
[-0.78539816 -0.78539816 -0.78539816],0.073425293,4.206959397,4.413016747
[-0.78539816 -0.78539816  0.        ],0.079650879,4.563659196,
[-0.78539816 -0.78539816  0.78539816],0.077087402,4.416782808,
[-0.78539816  0.         -0.78539816],0.077880859,4.462244547,
[-0.78539816  0.          0.        ],0.071838379,4.116035918,
[-0.78539816  0.          0.78539816],0.080627441,4.619612106,
[-0.78539816  0.78539816 -0.78539816],0.076599121,4.388806353,
[-0.78539816  0.78539816  0.        ],0.07611084,4.360829898,
[-0.78539816  0.78539816  0.78539816],0.075073242,4.301379932,
[ 0.         -0.78539816 -0.78539816],0.079223633,4.539179798,
[ 0.         -0.78539816  0.        ],0.075378418,4.318865216,
[ 0.         -0.78539816  0.78539816],0.078674316,4.507706286,
[ 0.          0.         -0.78539816],0.077575684,4.444759263,
[0.         0.         0.78539816],0.079528809,4.556665082,
[ 0.          0.78539816 -0.78539816],0.081481934,4.668570901,
[0.         0.78539816 0.        ],0.074523926,4.26990642,
[0.         0.78539816 0.78539816],0.073486328,4.210456453,
[ 0.78539816 -0.78539816 -0.78539816],0.078735352,4.511203343,
[ 0.78539816 -0.78539816  0.        ],0.077758789,4.455250433,
[ 0.78539816 -0.78539816  0.78539816],0.077819824,4.45874749,
[ 0.78539816  0.         -0.78539816],0.075622559,4.332853443,
[0.78539816 0.         0.        ],0.077392578,4.434268092,
[0.78539816 0.         0.78539816],0.074523926,4.26990642,
[ 0.78539816  0.78539816 -0.78539816],0.074768066,4.283894647,
[0.78539816 0.78539816 0.        ],0.077453613,4.437765149,
[0.78539816 0.78539816 0.78539816],0.080322266,4.602126821,
